zip_code;label
95880;enghien les bains
38360;engins
2260;englancourt
80300;englebelmer
59530;englefontaine
14800;englesqueville en auge
14710;englesqueville la percee
59320;englos
9800;engomer
67350;engwiller
80200;ennemain
57365;ennery
95300;ennery
59320;ennetieres en weppes
59710;ennevelin
63720;ennezat
18380;ennordres
62145;enquin lez guinegatte
62145;enquin lez guinegatte
62650;enquin sur baillons
65170;ens
79170;ensigne
68190;ensisheim
13820;ensues la redonne
13820;ensues la redonne
4270;entrages
4000;entrages
63720;entraigues
38740;entraigues
84320;entraigues sur la sorgue
58410;entrains sur nohain
53260;entrammes
57330;entrange
6470;entraunes
6470;entraunes
12140;entraygues sur truyere
97414;entre deux
88650;entre deux eaux
38380;entre deux guiers
39150;entre deux monts
34400;entre vignes
34400;entre vignes
83570;entrecasteaux
84340;entrechaux
73410;entrelacs
73410;entrelacs
73410;entrelacs
73410;entrelacs
73410;entrelacs
73410;entrelacs
73410;entrelacs
73670;entremont le vieux
4200;entrepierres
4200;entrepierres
4200;entrepierres
4320;entrevaux
4700;entrevennes
74410;entrevernes
67960;entzheim
63530;enval
66760;enveitg
76630;envermeu
76640;envronville
28140;eole en beauce
28150;eole en beauce
28150;eole en beauce
28150;eole en beauce
28150;eole en beauce
5300;eourres
31420;eoux
10500;epagne
80580;epagne epagnette
21380;epagny
2290;epagny
74370;epagny metz tessy
74330;epagny metz tessy
27260;epaignes
14170;epaney
79270;epannes
2500;eparcy
17120;epargnes
80140;epaumesnil
2400;epaux bezu
28120;epeautrolles
80370;epecamps
27110;epegard
80740;epehy
37150;epeigne les bois
37370;epeigne sur deme
80190;epenancourt
16490;epenede
25530;epenouse
25800;epenoy
51330;epense
42110;epercieux st paul
62910;eperlecques
51200;epernay
21220;epernay sous gevrey
28230;epernon
71360;epertully
71380;epervans
25290;epeugney
67680;epfig
41290;epiais
95380;epiais les louvres
95810;epiais rhus
27730;epieds
2400;epieds
49260;epieds
45130;epieds en beauce
73220;epierre
54260;epiez sur chiers
55140;epiez sur meuse
71360;epinac
88000;epinal
95270;epinay champlatreux
91860;epinay sous senart
76480;epinay sur duclair
14310;epinay sur odon
91360;epinay sur orge
93800;epinay sur seine
89400;epineau les voves
72540;epineu le chevreuil
89700;epineuil
18360;epineuil le fleuriel
60190;epineuse
35120;epiniac
55270;epinonville
26210;epinouze
62860;epinoy
58800;epiry
52270;epizon
52230;epizon
52230;epizon
52270;epizon
80290;eplessier
54610;eply
21460;epoisses
78680;epone
10500;epothemont
76133;epouville
51490;epoye
59132;eppe sauvage
2840;eppes
80400;eppeville
57720;epping
76430;epretot
76400;epreville
27560;epreville en lieuvin
27110;epreville pres le neubourg
14610;epron
62134;eps
41360;epuisay
80360;equancourt
14600;equemauville
80290;equennes eramecourt
80290;equennes eramecourt
70160;equevilley
39300;equevillon
62224;equihen plage
50320;equilly
62134;equirre
60590;eragny sur epte
95610;eragny sur oise
14700;eraines
20212;erbajolo
54280;erbeviller sur amezule
44110;erbray
35500;erbree
9140;erce
35620;erce en lamee
35340;erce pres liffre
45480;erceville
80500;erches
80400;ercheu
59169;erchin
57720;erching
67290;erckartswiller
80210;ercourt
60530;ercuis
56410;erdeven
49220;erdre en anjou
49220;erdre en anjou
49220;erdre en anjou
49370;erdre en anjou
22250;ereac
67120;ergersheim
80690;ergnies
62650;ergny
29500;ergue gaberic
62134;erin
21500;eringes
59470;eringhem
55260;erize la brulee
55260;erize la petite
55000;erize st dizier
2250;erlon
2260;erloy
60950;ermenonville
28120;ermenonville la grande
28120;ermenonville la petite
76740;ermenouville
95120;ermont
53500;ernee
60380;ernemont boutavent
76220;ernemont la villette
76750;ernemont sur buchy
14270;ernes
57510;ernestviller
55500;erneville aux bois
55500;erneville aux bois
55500;erneville aux bois
67120;ernolsheim bruche
67330;ernolsheim les saverne
62960;erny st julien
26600;erome
80580;erondelle
20244;erone
50310;eroudeville
9200;erp
60600;erquery
59320;erquinghem le sec
59193;erquinghem lys
60130;erquinvillers
22430;erquy
22430;erquy
22430;erquy
66800;err
59171;erre
70400;errevet
54680;errouville
20275;ersa
67150;erstein
67150;erstein
57660;erstroff
45320;ervauville
62121;ervillers
10130;ervy le chatel
65370;esbareich
21170;esbarres
77450;esbly
70300;esboz brest
65250;escala
40310;escalans
11200;escales
62179;escalles
31750;escalquens
60380;escames
89240;escamps
46230;escamps
12390;escandolieres
31350;escanecrabe
51310;escardes
59213;escarmain
66360;escaro
47350;escassefort
82700;escatalens
59124;escaudain
33840;escaudes
59161;escaudoeuvres
65500;escaunets
59278;escautpont
82500;escazeaux
67114;eschau
67360;eschbach
68140;eschbach au val
67320;eschbourg
67320;eschbourg
68440;eschentzwiller
57330;escherange
60110;esches
67320;eschwiller
9600;esclagne
80250;esclainvillers
48230;esclanedes
32140;esclassan labastide
46090;esclauzels
76270;esclavelles
51260;esclavolles lurey
88260;escles
60220;escles st pierre
47120;esclottes
59320;escobecques
62850;escoeuilles
24420;escoire
89290;escolives ste camille
8110;escombres et le chesnois
65140;escondeaux
65130;esconnets
15700;escorailles
32200;escorneboeuf
28270;escorpain
64270;escos
9100;escosse
64490;escot
65130;escots
64870;escou
64160;escoubes
65100;escoubes pouts
31260;escoulis
11140;escouloubre
40210;escource
33760;escoussans
81290;escoussens
64870;escout
63300;escoutoux
14850;escoville
6460;escragnolles
45300;escrennes
45250;escrignelles
81530;escroux
11240;escueillens et st just
11240;escueillens et st just
64350;escures
3110;escurolles
76710;eslettes
88260;esley
64420;eslourenties daban
77940;esmans
80400;esmery hallon
70310;esmoulieres
70100;esmoulins
17137;esnandes
25110;esnans
59127;esnes
55100;esnes en argonne
89210;esnon
52340;esnouveaux
19150;espagnac
46320;espagnac ste eulalie
82400;espalais
43450;espalem
12500;espalion
43000;espaly st marcel
31450;espanes
32220;espaon
83560;esparron
31420;esparron
5110;esparron
4800;esparron de verdon
4800;esparron de verdon
65130;esparros
82500;esparsac
19140;espartignac
32370;espas
60650;espaubourg
65130;espeche
64160;espechede
46320;espedaillac
64250;espelette
26780;espeluche
26340;espenel
81260;esperausses
11260;esperaza
31190;esperce
46090;espere
64130;espes undurein
12140;espeyrac
46120;espeyroux
11340;espezel
65130;espieilh
47600;espiens
33420;espiet
82160;espinas
63390;espinasse
15110;espinasse
3110;espinasse vozelle
5190;espinasses
63850;espinchal
14220;espins
66320;espira de conflent
66600;espira de l agly
63160;espirat
64390;espiute
43580;esplantas vazeilles
43170;esplantas vazeilles
9700;esplas
9420;esplas de serou
64420;espoey
34290;espondeilhan
70110;esprels
14210;esquay notre dame
14400;esquay sur seulles
2170;esqueheries
59470;esquelbecq
60120;esquennoy
59553;esquerchin
62380;esquerdes
65120;esquieze sere
64400;esquiule
21290;essarois
62400;essars
85140;essarts en bocage
85140;essarts en bocage
85140;essarts en bocage
85140;essarts en bocage
61500;essay
35150;esse
16500;esse
88130;essegney
90850;essert
74110;essert romand
80160;essertaux
71510;essertenne
70100;essertenne et cecey
42600;essertines en chatelneuf
42360;essertines en donzy
73540;esserts blay
39250;esserval tartre
21320;essey
54470;essey et maizerais
54830;essey la cote
54270;essey les nancy
2690;essigny le grand
2100;essigny le petit
2570;essises
2400;essomes sur marne
14220;esson
17400;essouvert
17400;essouvert
10360;essoyes
60510;essuiles
26470;establet
31160;estadens
66310;estagel
12190;estaing
65400;estaing
59940;estaires
46130;estal
32170;estampes
65220;estampures
31800;estancarbon
63520;estandeuil
32240;estang
65240;estarvielle
66800;estavar
63570;esteil
31440;estenos
65170;estensan
64220;esterencuby
51310;esternay
65120;esterre
62880;estevelles
76690;esteville
30390;estezargues
64290;estialescq
40290;estibeaux
40240;estigarde
47310;estillac
32300;estipouy
65700;estirac
10190;estissac
10190;estissac
19600;estivals
42380;estivareilles
3190;estivareilles
19410;estivaux
66320;estoher
64400;estos
4270;estoublon
4270;estoublon
59400;estourmel
45300;estouy
38780;estrablin
32380;estramiac
8260;estrebay
80230;estreboeuf
62170;estree
62145;estree blanche
62690;estree cauchy
62810;estree wamin
62170;estreelles
2420;estrees
59151;estrees
80200;estrees deniecourt
14190;estrees la campagne
80150;estrees les crecy
80200;estrees mons
80200;estrees mons
60190;estrees st denis
80250;estrees sur noye
88500;estrennes
59990;estreux
59295;estrun
37240;esves le moutier
37320;esvres
59161;eswars
7300;etables
16150;etagnac
76850;etaimpuis
55400;etain
62156;etaing
76430;etainhus
21500;etais
89480;etais la sauvin
25580;etalans
25620;etalans
25580;etalans
21510;etalante
8260;etalle
76560;etalleville
80190;etalon
76260;etalondes
91150;etampes
2400;etampes sur marne
71190;etang sur arroux
62630;etaples
89200;etaule
21121;etaules
17750;etaules
33820;etauliers
74800;etaux
2110;etaves et bocquiaux
60620;etavigny
64120;etcharry
64470;etchebar
8260;eteignieres
68210;eteimbes
56410;etel
80500;etelfay
74150;etercy
25330;eternoz
25330;eternoz
25330;eternoz
25330;eternoz
25330;eternoz
62156;eterpigny
80200;eterpigny
14930;eterville
21270;etevaux
59144;eth
50360;etienville
89510;etigny
80340;etinehem mericourt
80340;etinehem mericourt
91450;etiolles
39130;etival
39130;etival
88480;etival clairefontaine
72700;etival les le mans
89310;etivey
70400;etobon
51270;etoges
5700;etoile st cyrice
26800;etoile sur rhone
26800;etoile sur rhone
55240;eton
21450;etormay
24360;etouars
10210;etourvy
76190;etoutteville
25260;etouvans
2000;etouvelles
60600;etouy
25170;etrabonne
25250;etrappe
25800;etray
55150;etraye
2580;etreaupont
36120;etrechet
18800;etrechy
51130;etrechy
91580;etrechy
14400;etreham
2590;etreillers
80140;etrejust
35370;etrelles
70700;etrelles et la montbleuse
10170;etrelles sur aube
74100;etrembieres
74100;etrembieres
27150;etrepagny
39700;etrepigney
8160;etrepigny
2400;etrepilly
77139;etrepilly
51340;etrepy
76790;etretat
2510;etreux
54330;etreval
27350;etreville
16250;etriac
49330;etriche
80360;etricourt manancourt
71240;etrigny
71240;etrigny
21400;etrochey
59219;etroeungt
3140;etroussat
62161;etrun
64490;etsaut
67350;ettendorf
57412;etting
90170;etueffont
25460;etupes
27350;eturqueraye
70150;etuz
57460;etzling
76260;eu
52000;euffigneix
40320;eugenie les bains
8210;euilly et lombut
54690;eulmont
31440;eup
26400;eurre
52410;eurville bienville
52410;eurville bienville
66500;eus
54470;euvezin
55200;euville
55200;euville
55200;euville
55200;euville
51230;euvy
30360;euzet
39700;evans
88450;evaux et menil
23110;evaux les bains
60330;eve
78740;evecquemont
56500;evellys
56500;evellys
56500;evellys
83330;evenos
2190;evergnicourt
77157;everly
90350;evette salbert
69210;eveux
74500;evian les bains
8090;evigny
25520;evillers
62141;evin malmaison
20126;evisa
1230;evosges
22630;evran
57570;evrange
14210;evrecy
55250;evres
27000;evreux
27000;evreux
60310;evricourt
56490;evriguet
53600;evron
53600;evron
53150;evron
89140;evry
91080;evry courcouronnes
91000;evry courcouronnes
77166;evry gregy sur yerre
77166;evry gregy sur yerre
74140;excenevex
24160;excideuil
8250;exermont
16150;exideuil sur vienne
25400;exincourt
79400;exireuil
79800;exoudun
17130;expiremont
38320;eybens
87400;eybouleuf
19140;eyburie
9200;eycheil
38690;eydoche
26560;eygalayes
13810;eygalieres
26170;eygaliers
5600;eygliers
26400;eygluy escoulin
13430;eyguieres
19340;eygurande
24700;eygurande et gardedeuil
87220;eyjeaux
24500;eymet
26730;eymeux
26730;eymeux
16220;eymouthiers
87120;eymoutiers
66800;eyne
33220;eynesse
13630;eyragues
33390;eyrans
24130;eyraud crempse maurens
24140;eyraud crempse maurens
24140;eyraud crempse maurens
24140;eyraud crempse maurens
19800;eyrein
40500;eyres moncube
26110;eyroles
33320;eysines
25530;eysson
64400;eysus
67320;eywiller
26160;eyzahut
24800;eyzerac
38780;eyzin pinet
95460;ezanville
6360;eze
27530;ezy sur eure
98704;faaa
98730;faanui
98720;faaone
82170;fabas
31230;fabas
9230;fabas
7380;fabras
34690;fabregues
11200;fabrezan
59155;faches thumesnil
58430;fachin
32450;faget abbatial
51510;fagnieres
8090;fagnon
70100;fahy les autrey
98731;faie
57640;failly
57640;failly
25250;faimbe
21500;fain les montbard
21500;fain les moutiers
27120;fains
55000;fains veel
55000;fains veel
8270;faissault
11220;fajac en val
11410;fajac la relenque
46300;fajoles
82210;fajolles
98784;fakamaru
98782;fakatopatere
14700;falaise
8400;falaise
57550;falck
33760;faleyras
31540;falga
6950;falicon
68210;falkwiller
76340;fallencourt
25580;fallerans
85670;falleron
39700;falletans
70110;fallon
47220;fals
80190;falvy
59300;famars
62760;famechon
80290;famechon
57290;fameck
57290;fameck
57290;fameck
62118;fampoux
11270;fanjeaux
24290;fanlac
38260;faramans
1800;faramans
62580;farbus
27150;farceaux
98731;fare
57450;farebersviller
1480;fareins
77515;faremoutiers
1550;farges
18200;farges allichamps
18800;farges en septaine
71150;farges les chalon
71700;farges les macon
33210;fargues
40500;fargues
33370;fargues st hilaire
47700;fargues sur ourbise
52500;farincourt
98881;farino
20253;farinole
42320;farnay
57450;farschviller
72470;fatines
27210;fatouville grestain
98796;fatu huku
81120;fauch
74130;faucigny
70310;faucogney et la mer
88460;faucompierre
84110;faucon
4400;faucon de barcelonnette
4250;faucon du caire
88700;fauconcourt
82500;faudoas
34600;faugeres
7230;faugeres
14100;fauguernon
47400;fauguerolles
47400;fauillet
57380;faulquemont
57380;faulquemont
54760;faulx
59310;faumont
62560;fauquembergues
24560;faurilles
82190;fauroux
81340;faussergues
21110;fauverney
27930;fauville
51230;faux fresnay
23340;faux la montagne
23400;faux mazuras
51320;faux vesigneul
51320;faux vesigneul
10290;faux villecerf
20212;favalello de bozio
19330;favars
18360;faverdines
45420;faverelles
38110;faverges de la tour
74210;faverges seythenex
74210;faverges seythenex
70160;faverney
70160;faverney
90100;faverois
61600;faverolles
28210;faverolles
2600;faverolles
52260;faverolles
80500;faverolles
51170;faverolles et coemy
27190;faverolles la campagne
21290;faverolles les lucey
41400;faverolles sur cher
28170;favieres
54115;favieres
80120;favieres
77220;favieres
51300;favresse
62450;favreuil
78200;favrieux
61390;fay
80200;fay
72550;fay
45450;fay aux loges
44130;fay de bretagne
39800;fay en montagne
26240;fay le clos
60240;fay les etangs
10290;fay les marcilly
77167;fay les nemours
43430;fay sur lignon
46100;faycelles
41100;faye
79350;faye l abbesse
37120;faye la vineuse
79160;faye sur ardin
83440;fayence
2100;fayet
12360;fayet
63160;fayet le chateau
63630;fayet ronaye
52500;fayl billot
52500;fayl billot
52500;fayl billot
70200;faymont
85240;faymoreau
52130;fays
88600;fays
10320;fays la chapelle
81150;fayssac
62960;febvin palfart
76400;fecamp
59247;fechain
90100;feche l eglise
54115;fecocourt
70120;fedry
67640;fegersheim
67640;fegersheim
44460;fegreac
74160;feigeres
60800;feigneux
59750;feignies
59750;feignies
1570;feillens
66730;feilluns
61400;feings
35440;feins
45230;feins en gatinais
73350;feissons sur salins
20234;felce
68640;feldbach
68540;feldkirch
20225;feliceto
7340;felines
43160;felines
34210;felines minervois
26160;felines sur rimandoule
11330;felines termenes
59740;felleries
68470;fellering
68470;fellering
23500;felletin
90110;felon
46270;felzins
59179;fenain
21600;fenay
11400;fendeille
79450;fenery
57930;fenetrange
49460;feneu
82140;feneyrols
23100;feniers
17350;fenioux
79160;fenioux
54540;fenneviller
81600;fenols
31150;fenouillet
66220;fenouillet
11240;fenouillet du razes
8170;fepin
44660;ferce
72430;ferce sur sarthe
88360;ferdrupt
51230;fere champenoise
51230;fere champenoise
2130;fere en tardenois
51270;ferebrianges
56130;ferel
62260;ferfay
77133;fericy
59169;ferin
50840;fermanville
1210;ferney voltaire
63620;fernoel
45150;ferolles
77150;ferolles attilly
59610;feron
62250;ferques
11200;ferrals les corbieres
34210;ferrals les montagnes
11240;ferran
26570;ferrassieres
47330;ferrensac
65370;ferrere
68480;ferrette
10400;ferreux quincey
10400;ferreux quincey
52300;ferriere et lafolie
59680;ferriere la grande
59680;ferriere la petite
37350;ferriere larcon
37600;ferriere sur beaulieu
17170;ferrieres
65560;ferrieres
54210;ferrieres
60420;ferrieres
80470;ferrieres
76220;ferrieres en bray
77164;ferrieres en brie
45210;ferrieres en gatinais
27190;ferrieres haut clocher
61390;ferrieres la verrerie
25470;ferrieres le lac
25410;ferrieres les bois
70130;ferrieres les ray
70360;ferrieres les scey
34190;ferrieres les verreries
34360;ferrieres poussarou
27270;ferrieres st hilaire
15170;ferrieres st mary
9000;ferrieres sur ariege
3250;ferrieres sur sichon
43300;ferrussac
25330;fertans
58270;fertreve
80500;fescamps
25490;fesches le chatel
2450;fesmy le sart
2450;fesmy le sart
76270;fesques
28270;fessanvilliers mattanvilliers
68740;fessenheim
67117;fessenheim le bas
25470;fessevillers
74890;fessy
11300;festes et st andre
2840;festieux
89480;festigny
51700;festigny
62149;festubert
74500;feternes
98735;fetuna
78810;feucherolles
62223;feuchy
47230;feugarolles
50190;feugeres
10150;feuges
27110;feuguerolles
14320;feuguerolles bully
14320;feuguerolles bully
11510;feuilla
16380;feuillade
80200;feuilleres
25190;feule
60960;feuquieres
80210;feuquieres en vimeu
42110;feurs
36160;feusines
18300;feux
57280;feves
57420;fey
54470;fey en haye
19340;feyt
87220;feytiat
69320;feyzin
81500;fiac
20237;ficaja
62173;ficheux
64410;fichous riumayou
80670;fieffes montrelet
80670;fieffes montrelet
62134;fiefs
62132;fiennes
80750;fienvillers
50580;fierville les mines
14130;fierville les parcs
2110;fieulaine
47600;fieux
83830;figanieres
20114;figari
31260;figarol
46100;figeac
88410;fignevelle
80500;fignieres
70230;filain
2000;filain
72210;fille sur sarthe
74370;filliere
74370;filliere
74570;filliere
74570;filliere
74570;filliere
54560;fillieres
62770;fillievres
74250;fillinges
66820;fillols
57320;filstroff
88600;fimenil
66320;finestret
82700;finhan
80360;fins
27210;fiquefleur equainville
24450;firbeix
14100;firfol
12300;firmi
42700;firminy
68480;fislis
51170;fismes
98731;fitii
11510;fitou
11510;fitou
60600;fitz james
43320;fix st geneys
57570;fixem
21220;fixin
21490;flacey
28800;flacey
71580;flacey en bresse
38690;flacheres
78200;flacourt
89190;flacy
25330;flagey
52250;flagey
21640;flagey echezeaux
21130;flagey les auxonne
25640;flagey rigney
12300;flagnac
71250;flagy
70000;flagy
77940;flagy
8260;flaignes havys
8260;flaignes havys
54110;flainval
50340;flamanville
76970;flamanville
32340;flamarens
76270;flamets fretils
21130;flammerans
52110;flammerecourt
27310;flancourt crescy en roumois
27310;flancourt crescy en roumois
27310;flancourt crescy en roumois
25390;flangebouche
84410;flassan
83340;flassans sur issole
55600;flassigny
57320;flastroff
80200;flaucourt
46320;flaujac gare
46090;flaujac poujols
33350;flaujagues
59440;flaumont waudrechies
30700;flaux
60590;flavacourt
7000;flaviac
87230;flavignac
21160;flavignerot
18350;flavigny
51190;flavigny
2120;flavigny le grand et beaurain
54630;flavigny sur moselle
21150;flavigny sur ozerain
12450;flavin
2520;flavy le martel
60640;flavy le meldeux
1350;flaxieu
68720;flaxlanden
23260;flayat
83780;flayosc
16730;fleac
17800;fleac sur seugne
62960;flechin
60120;flechy
72500;flee
8200;fleigneux
57635;fleisheim
86300;fleix
36700;flere la riviere
61100;flers
62270;flers
80360;flers
59128;flers en escrebieux
80160;flers sur noye
59267;flesquieres
80260;flesselles
57690;fletrange
59270;fletre
58170;flety
16200;fleurac
24580;fleurac
32500;fleurance
23320;fleurat
62840;fleurbaix
61200;fleure
86340;fleure
25190;fleurey
70160;fleurey les faverney
70120;fleurey les lavoncourt
70800;fleurey les st loup
21410;fleurey sur ouche
69820;fleurie
3140;fleuriel
69250;fleurieu sur saone
69210;fleurieux sur l arbresle
35133;fleurigne
60700;fleurines
71260;fleurville
50800;fleury
2600;fleury
57420;fleury
60240;fleury
62134;fleury
80160;fleury
11560;fleury d aude
11560;fleury d aude
55100;fleury devant douaumont
77930;fleury en biere
27480;fleury la foret
71340;fleury la montagne
51480;fleury la riviere
89113;fleury la vallee
45400;fleury les aubrais
91700;fleury merogis
27380;fleury sur andelle
58240;fleury sur loire
14123;fleury sur orne
8250;fleville
54710;fleville devant nancy
54150;fleville lixieres
57365;flevy
78910;flexanville
67310;flexbourg
71390;fley
89800;fleys
58190;flez cuzy
8380;fligny
54122;flin
59158;flines les mortagne
59148;flines lez raches
78790;flins neuve eglise
78410;flins sur seine
27380;flipou
54470;flirey
80420;flixecourt
8160;flize
8160;flize
8160;flize
8160;flize
57580;flocourt
76260;flocques
89360;flogny la chapelle
8200;floing
17120;floirac
17240;floirac
33270;floirac
46600;floirac
48400;florac trois rivieres
48400;florac trois rivieres
57190;florange
57190;florange
88130;floremont
34510;florensac
51800;florent en argonne
81150;florentin
12140;florentin la capelle
46700;floressas
90100;florimont
24250;florimont gaumier
62550;floringhem
50700;flottemanville
33190;floudes
11800;floure
31130;flourens
59440;floursies
59219;floyon
73590;flumet
2590;fluquieres
80540;fluy
55400;foameix ornel
55400;foameix ornel
20100;foce
20212;focicchia
18500;foecy
8600;foisches
30700;foissac
12260;foissac
1340;foissiat
21230;foissy
89450;foissy les vezelay
89190;foissy sur vanne
9000;foix
31290;folcarde
2670;folembray
68220;folgensbourg
80170;folies
57600;folkling
78520;follainville dennemont
87250;folles
27230;folleville
80250;folleville
50320;folligny
50320;folligny
50320;folligny
57730;folschviller
88390;fomerey
79340;fomperron
31140;fonbeauzard
21260;foncegrive
80700;fonches fonchette
39520;foncine le bas
39460;foncine le haut
62111;foncquevillers
12540;fondamente
37230;fondettes
70190;fondremand
97250;fonds st denis
47260;fongrave
76280;fongueusemare
24500;fonroque
46100;fons
30730;fons
7200;fons
30580;fons sur lussan
2110;fonsomme
31470;fonsorbes
66120;font romeu odeillo via
66120;font romeu odeillo via
25660;fontain
25720;fontain
90150;fontaine
38600;fontaine
10200;fontaine
59550;fontaine au bois
59157;fontaine au pire
27600;fontaine bellenger
60360;fontaine bonneleau
60300;fontaine chaalis
17510;fontaine chalendray
53350;fontaine couverte
84800;fontaine de vaucluse
51120;fontaine denis nuisy
76440;fontaine en bray
51800;fontaine en dormois
14790;fontaine etoupefour
77480;fontaine fourches
21610;fontaine francaise
14610;fontaine henry
27470;fontaine l abbe
62390;fontaine l etalon
89100;fontaine la gaillarde
28190;fontaine la guyon
27230;fontaine la louvet
76290;fontaine la mallet
91690;fontaine la riviere
60690;fontaine lavaganne
76690;fontaine le bourg
86240;fontaine le comte
76740;fontaine le dun
14190;fontaine le pin
77590;fontaine le port
80140;fontaine le sec
61160;fontaine les bassets
62134;fontaine les boulans
80340;fontaine les cappy
2680;fontaine les clercs
25340;fontaine les clerval
41800;fontaine les coteaux
62128;fontaine les croisilles
21121;fontaine les dijon
10280;fontaine les gres
62550;fontaine les hermans
70800;fontaine les luxeuil
28170;fontaine les ribouts
2140;fontaine les vervins
10400;fontaine macon
2110;fontaine notre dame
59400;fontaine notre dame
41270;fontaine raoul
28240;fontaine simon
27120;fontaine sous jouy
80500;fontaine sous montdidier
76160;fontaine sous preaux
60480;fontaine st lucien
51160;fontaine sur ay
80150;fontaine sur maye
80510;fontaine sur somme
2110;fontaine uterte
77300;fontainebleau
39140;fontainebrux
71150;fontaines
89130;fontaines
17500;fontaines d ozillac
21450;fontaines en duesmois
41250;fontaines en sologne
21330;fontaines les seches
55110;fontaines st clair
69270;fontaines st martin
52170;fontaines sur marne
69270;fontaines sur saone
77370;fontains
6540;fontan
42140;fontanes
34270;fontanes
46230;fontanes
30250;fontanes
11140;fontanes de sault
15140;fontanges
21390;fontangy
23110;fontanieres
38120;fontanil cornillon
43100;fontannes
48700;fontans
30580;fontareches
16230;fontclaireau
17100;fontcouverte
11700;fontcouverte
73300;fontcouverte la toussuire
73300;fontcouverte la toussuire
77370;fontenailles
71120;fontenay
76290;fontenay
36150;fontenay
88600;fontenay
92260;fontenay aux roses
10400;fontenay de bossery
95190;fontenay en parisis
85200;fontenay le comte
85200;fontenay le comte
78330;fontenay le fleury
14320;fontenay le marmion
14250;fontenay le pesnel
91540;fontenay le vicomte
91640;fontenay les briis
78200;fontenay mauvoisin
89800;fontenay pres chablis
89450;fontenay pres vezelay
94120;fontenay sous bois
89660;fontenay sous fouronnes
78440;fontenay st pere
28140;fontenay sur conie
28630;fontenay sur eure
45210;fontenay sur loing
50310;fontenay sur mer
72350;fontenay sur vegre
60380;fontenay torcy
77610;fontenay tresigny
21610;fontenelle
90340;fontenelle
2170;fontenelle
25340;fontenelle montby
17400;fontenet
16230;fontenille
79110;fontenille st martin entraigues
79110;fontenille st martin entraigues
31470;fontenilles
70210;fontenois la ville
70230;fontenois les montbozon
25110;fontenotte
89520;fontenoy
2290;fontenoy
54122;fontenoy la joute
88240;fontenoy le chateau
88240;fontenoy le chateau
54840;fontenoy sur moselle
39130;fontenu
57590;fonteny
11400;fonters du razes
34320;fontes
33190;fontet
10360;fontette
49590;fontevraud l abbaye
36220;fontgombault
36600;fontguenand
4230;fontienne
11390;fontiers cabardes
11800;fonties d aude
79110;fontivillie
79500;fontivillie
11360;fontjoncouse
57650;fontoy
66360;fontpedrouse
66210;fontrabiouse
65220;fontrailles
81260;fontrieu
81260;fontrieu
81260;fontrieu
10190;fontvannes
13990;fontvieille
57600;forbach
57600;forbach
57600;forbach
83136;forcalqueiret
4300;forcalquier
53260;force
54930;forcelles sous gugney
54330;forcelles st gorgon
80560;forceville en amienois
80140;forceville en vimeu
52700;forcey
20190;forciolo
59222;forest en cambresis
80150;forest l abbaye
80120;forest montiers
5260;forest st julien
59510;forest sur marque
2590;foreste
77165;forfry
19380;forges
17290;forges
17290;forges
77130;forges
56120;forges de lanouee
56120;forges de lanouee
35640;forges la foret
91470;forges les bains
76440;forges les eaux
76440;forges les eaux
55110;forges sur meuse
31370;forgues
21460;forleans
14340;formentin
60220;formerie
60220;formerie
14710;formigny la bataille
14710;formigny la bataille
14710;formigny la bataille
14710;formigny la bataille
66210;formigueres
9350;fornex
79230;fors
67480;forstfeld
67580;forstheim
97200;fort de france
97234;fort de france
39150;fort du plasne
67480;fort louis
80120;fort mahon plage
27210;fort moville
41360;fortan
62270;fortel en artois
68320;fortschwihr
31440;fos
34320;fos
13270;fos sur mer
41330;fosse
8240;fosse
66220;fosse
24210;fossemagne
80160;fossemanant
95470;fosses
33190;fosses et baleyssac
62810;fosseux
57590;fossieux
2650;fossoy
76340;foucarmont
76640;foucart
80340;foucaucourt en santerre
80140;foucaucourt hors nesle
55250;foucaucourt sur thabas
70160;fouchecourt
88320;fouchecourt
39100;foucherans
89150;foucheres
10260;foucheres
55500;foucheres aux bois
45320;foucherolles
67220;fouchy
27220;foucrainville
67130;fouday
80440;fouencamps
29170;fouesnant
29170;fouesnant
62130;foufflin ricametz
54570;foug
31160;fougaron
9300;fougax et barrineuf
85480;fougere
35300;fougeres
36230;fougerolles
53190;fougerolles du plessis
70220;fougerolles st valbert
70300;fougerolles st valbert
33220;fougueyrolles
60190;fouilleuse
5130;fouillouse
60220;fouilloy
80800;fouilloy
77390;fouju
52000;foulain
52800;foulain
60250;foulangues
47510;foulayronnes
27210;foulbec
57830;foulcrey
24380;fouleix
39230;foulenay
57220;fouligny
14240;foulognes
16410;fouquebrune
60000;fouquenies
62232;fouquereuil
60510;fouquerolles
80170;fouquescourt
16140;fouqueure
27370;fouqueville
62232;fouquieres les bethune
62740;fouquieres les lens
38080;four
17450;fouras
25110;fourbanne
25370;fourcatier et maison neuve
32250;fources
58600;fourchambault
14620;fourches
80290;fourcigny
2870;fourdrain
80310;fourdrinoy
25440;fourg
3140;fourilles
46100;fourmagnac
59610;fourmies
89320;fournaudin
73500;fourneaux
42470;fourneaux
50420;fourneaux
14700;fourneaux le val
48310;fournels
30210;fournes
11600;fournes cabardes
59134;fournes en weppes
25140;fournet blancheroche
25390;fournets luisans
25390;fournets luisans
14600;fourneville
60130;fournival
63980;fournols
89560;fouronnes
